Trace	Label	Lat.(ms)	Amp.(uV)	Area (V/s)	
Fz-RF	P1	 36,72	 0,07		
Fz-RF	N1	 130,47	 -8,31		
Fz-RF	P2	 189,06	 -0,94		
Fz-RF	N2	 219,34	 -6,57		
Fz-RF	P3	 388,28	 4,09		
Cz-RF	P1	 76,76	 5,36		
Cz-RF	N1	 118,75	 -2,66		
Cz-RF	P2	 181,25	 3,99		
Cz-RF	N2	 225,20	 -5,02		
Cz-RF	P3	 384,38	 5,08		
Pz-RF	P1	 80,66	 0,45		
Pz-RF	N1	 124,61	 -4,60		
Pz-RF	N2	 219,34	 -6,37		
Pz-RF	P2	 183,20	 0,38		
Pz-RF	P3	 398,05	 7,11		
