Trace	Label	Lat.(ms)	Amp.(uV)	Area (V/s)	
Fz-RF	P1	 56,25	 6,40		
Fz-RF	N1	 95,31	 -4,16		
Fz-RF	P2	 198,83	 9,89		
Fz-RF	N2	 257,42	 3,87		
Fz-RF	P3	 372,66	 13,2		
Cz-RF	P1	 58,20	 3,37		
Cz-RF	N1	 97,27	 -3,84		
Cz-RF	P2	 196,88	 8,65		
Cz-RF	N2	 251,56	 -0,06		
Cz-RF	P3	 372,66	 10,5		
Pz-RF	P1	 60,16	 0,23		
Pz-RF	N1	 95,31	 -4,67		
Pz-RF	N2	 253,52	 -2,03		
Pz-RF	P2	 198,83	 5,47		
Pz-RF	P3	 374,61	 9,27		
